2021-06-30 18:06:499 INFO  BasePage :31 - Launching Chrome Browser....
2021-06-30 18:06:80 INFO  HomePage :27 - Clicking on Bank Manager login button : Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Bank Manager Login')]'
2021-06-30 18:06:418 INFO  AddCustomerPage :31 - Clicking on Open account : [[ChromeDriver: chrome on WINDOWS (df3ad913e1295519ad0702d3dbb21a1a)] -> xpath: //button[contains(text(),'Open Account')]]
2021-06-30 18:06:239 INFO  AddCustomerPage :26 - Select Customer Name : [[ChromeDriver: chrome on WINDOWS (df3ad913e1295519ad0702d3dbb21a1a)] -> xpath: //select[@id='userSelect']]
2021-06-30 18:06:612 INFO  AddCustomerPage :31 - Select Currency : [[ChromeDriver: chrome on WINDOWS (df3ad913e1295519ad0702d3dbb21a1a)] -> xpath: //select[@id='currency']]
2021-06-30 18:06:180 INFO  BasePage :31 - Launching Chrome Browser....
2021-06-30 18:06:825 INFO  HomePage :27 - Clicking on Bank Manager login button : [[ChromeDriver: chrome on WINDOWS (1e31a70a270683c3b08e301cf9e7e817)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-30 18:06:196 INFO  AddCustomerPage :26 - Clicking on Add Customer button : [[ChromeDriver: chrome on WINDOWS (1e31a70a270683c3b08e301cf9e7e817)] -> xpath: //button[contains(text(),'Add Customer')]]
2021-06-30 18:06:546 INFO  AddCustomerPage :27 - Enter First Name : [[ChromeDriver: chrome on WINDOWS (1e31a70a270683c3b08e301cf9e7e817)] -> xpath: //div[@class='form-group']/input[@placeholder='First Name']]
2021-06-30 18:06:714 INFO  AddCustomerPage :32 - Enter Last Name : [[ChromeDriver: chrome on WINDOWS (1e31a70a270683c3b08e301cf9e7e817)] -> xpath: //div[@class='form-group']/input[@placeholder='Last Name']]
2021-06-30 18:06:913 INFO  AddCustomerPage :37 - Enter Postcode : [[ChromeDriver: chrome on WINDOWS (1e31a70a270683c3b08e301cf9e7e817)] -> xpath: //div[@class='form-group']/input[@placeholder='Post Code']]
2021-06-30 18:06:473 INFO  HomePage :23 - Clicking on Home button : [[ChromeDriver: chrome on WINDOWS (1e31a70a270683c3b08e301cf9e7e817)] -> xpath: //button[contains(text(),'Home')]]
2021-06-30 18:06:689 INFO  HomePage :31 - Clicking on Customer login button : [[ChromeDriver: chrome on WINDOWS (1e31a70a270683c3b08e301cf9e7e817)] -> xpath: //button[contains(text(),'Customer Login')]]
2021-06-30 18:06:534 INFO  AddCustomerPage :27 - Clicking on Your Name heading : [[ChromeDriver: chrome on WINDOWS (1e31a70a270683c3b08e301cf9e7e817)] -> xpath: //select[@id='userSelect']]
2021-06-30 18:06:693 INFO  AddCustomerPage :31 - Clicking on Login button : [[ChromeDriver: chrome on WINDOWS (1e31a70a270683c3b08e301cf9e7e817)] -> xpath: //button[contains(text(),'Login')]]
2021-06-30 18:06:724 INFO  AddCustomerPage :34 - Clicking on Logout button : [[ChromeDriver: chrome on WINDOWS (1e31a70a270683c3b08e301cf9e7e817)] -> xpath: //button[contains(text(),'Login')]]
2021-06-30 18:06:527 INFO  BasePage :31 - Launching Chrome Browser....
2021-06-30 18:06:06 INFO  HomePage :27 - Clicking on Bank Manager login button : [[ChromeDriver: chrome on WINDOWS (fa8ebab5cb8b8e0cde6852193d6b98df)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-30 18:06:329 INFO  AddCustomerPage :26 - Clicking on Add Customer button : [[ChromeDriver: chrome on WINDOWS (fa8ebab5cb8b8e0cde6852193d6b98df)] -> xpath: //button[contains(text(),'Add Customer')]]
2021-06-30 18:06:635 INFO  AddCustomerPage :27 - Enter First Name : [[ChromeDriver: chrome on WINDOWS (fa8ebab5cb8b8e0cde6852193d6b98df)] -> xpath: //div[@class='form-group']/input[@placeholder='First Name']]
2021-06-30 18:06:827 INFO  AddCustomerPage :32 - Enter Last Name : [[ChromeDriver: chrome on WINDOWS (fa8ebab5cb8b8e0cde6852193d6b98df)] -> xpath: //div[@class='form-group']/input[@placeholder='Last Name']]
2021-06-30 18:06:54 INFO  AddCustomerPage :37 - Enter Postcode : [[ChromeDriver: chrome on WINDOWS (fa8ebab5cb8b8e0cde6852193d6b98df)] -> xpath: //div[@class='form-group']/input[@placeholder='Post Code']]
2021-06-30 18:06:561 INFO  HomePage :23 - Clicking on Home button : [[ChromeDriver: chrome on WINDOWS (fa8ebab5cb8b8e0cde6852193d6b98df)] -> xpath: //button[contains(text(),'Home')]]
2021-06-30 18:06:819 INFO  HomePage :27 - Clicking on Bank Manager login button : Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Bank Manager Login')]'
2021-06-30 18:06:56 INFO  AddCustomerPage :31 - Clicking on Open account : [[ChromeDriver: chrome on WINDOWS (fa8ebab5cb8b8e0cde6852193d6b98df)] -> xpath: //button[contains(text(),'Open Account')]]
2021-06-30 18:06:858 INFO  AddCustomerPage :26 - Select Customer Name : [[ChromeDriver: chrome on WINDOWS (fa8ebab5cb8b8e0cde6852193d6b98df)] -> xpath: //select[@id='userSelect']]
2021-06-30 18:06:309 INFO  AddCustomerPage :31 - Select Currency : [[ChromeDriver: chrome on WINDOWS (fa8ebab5cb8b8e0cde6852193d6b98df)] -> xpath: //select[@id='currency']]
2021-06-30 18:06:780 INFO  HomePage :23 - Clicking on Home button : [[ChromeDriver: chrome on WINDOWS (fa8ebab5cb8b8e0cde6852193d6b98df)] -> xpath: //button[contains(text(),'Home')]]
2021-06-30 18:06:44 INFO  HomePage :31 - Clicking on Customer login button : [[ChromeDriver: chrome on WINDOWS (fa8ebab5cb8b8e0cde6852193d6b98df)] -> xpath: //button[contains(text(),'Customer Login')]]
2021-06-30 18:06:653 INFO  AddCustomerPage :27 - Clicking on Your Name heading : [[ChromeDriver: chrome on WINDOWS (fa8ebab5cb8b8e0cde6852193d6b98df)] -> xpath: //select[@id='userSelect']]
2021-06-30 18:06:799 INFO  AddCustomerPage :31 - Clicking on Login button : [[ChromeDriver: chrome on WINDOWS (fa8ebab5cb8b8e0cde6852193d6b98df)] -> xpath: //button[contains(text(),'Login')]]
2021-06-30 18:06:299 INFO  AddCustomerPage :31 - Clicking on Deposit tab : [[ChromeDriver: chrome on WINDOWS (fa8ebab5cb8b8e0cde6852193d6b98df)] -> xpath: //body/div[3]/div[1]/div[2]/div[1]/div[3]/button[2]]
2021-06-30 18:06:14 INFO  AddCustomerPage :35 - Enter Amount for Deposit : [[ChromeDriver: chrome on WINDOWS (fa8ebab5cb8b8e0cde6852193d6b98df)] -> xpath: //div[@class='form-group']/input]
2021-06-30 18:06:206 INFO  AddCustomerPage :39 - Clicking on Deposit button : [[ChromeDriver: chrome on WINDOWS (fa8ebab5cb8b8e0cde6852193d6b98df)] -> xpath: //div[@class='container-fluid mainBox ng-scope']/div/form/button]
2021-06-30 18:06:246 INFO  AddCustomerPage :42 - Verify Deposit is Successful : [[ChromeDriver: chrome on WINDOWS (fa8ebab5cb8b8e0cde6852193d6b98df)] -> xpath: //span[contains(text(),'Deposit Successful')]]
2021-06-30 18:06:740 INFO  BasePage :31 - Launching Chrome Browser....
2021-06-30 18:06:353 INFO  HomePage :27 - Clicking on Bank Manager login button : [[ChromeDriver: chrome on WINDOWS (c9e40f321f5d157676ed22138b36ce9c)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-30 18:06:934 INFO  AddCustomerPage :26 - Clicking on Add Customer button : [[ChromeDriver: chrome on WINDOWS (c9e40f321f5d157676ed22138b36ce9c)] -> xpath: //button[contains(text(),'Add Customer')]]
2021-06-30 18:06:371 INFO  AddCustomerPage :27 - Enter First Name : [[ChromeDriver: chrome on WINDOWS (c9e40f321f5d157676ed22138b36ce9c)] -> xpath: //div[@class='form-group']/input[@placeholder='First Name']]
2021-06-30 18:06:558 INFO  AddCustomerPage :32 - Enter Last Name : [[ChromeDriver: chrome on WINDOWS (c9e40f321f5d157676ed22138b36ce9c)] -> xpath: //div[@class='form-group']/input[@placeholder='Last Name']]
2021-06-30 18:06:897 INFO  AddCustomerPage :37 - Enter Postcode : [[ChromeDriver: chrome on WINDOWS (c9e40f321f5d157676ed22138b36ce9c)] -> xpath: //div[@class='form-group']/input[@placeholder='Post Code']]
2021-06-30 18:06:412 INFO  HomePage :23 - Clicking on Home button : [[ChromeDriver: chrome on WINDOWS (c9e40f321f5d157676ed22138b36ce9c)] -> xpath: //button[contains(text(),'Home')]]
2021-06-30 18:06:639 INFO  HomePage :27 - Clicking on Bank Manager login button : Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Bank Manager Login')]'
2021-06-30 18:06:871 INFO  AddCustomerPage :31 - Clicking on Open account : [[ChromeDriver: chrome on WINDOWS (c9e40f321f5d157676ed22138b36ce9c)] -> xpath: //button[contains(text(),'Open Account')]]
2021-06-30 18:06:374 INFO  AddCustomerPage :26 - Select Customer Name : [[ChromeDriver: chrome on WINDOWS (c9e40f321f5d157676ed22138b36ce9c)] -> xpath: //select[@id='userSelect']]
2021-06-30 18:06:768 INFO  AddCustomerPage :31 - Select Currency : [[ChromeDriver: chrome on WINDOWS (c9e40f321f5d157676ed22138b36ce9c)] -> xpath: //select[@id='currency']]
2021-06-30 18:06:261 INFO  HomePage :23 - Clicking on Home button : [[ChromeDriver: chrome on WINDOWS (c9e40f321f5d157676ed22138b36ce9c)] -> xpath: //button[contains(text(),'Home')]]
2021-06-30 18:06:457 INFO  HomePage :31 - Clicking on Customer login button : [[ChromeDriver: chrome on WINDOWS (c9e40f321f5d157676ed22138b36ce9c)] -> xpath: //button[contains(text(),'Customer Login')]]
2021-06-30 18:06:999 INFO  AddCustomerPage :27 - Clicking on Your Name heading : [[ChromeDriver: chrome on WINDOWS (c9e40f321f5d157676ed22138b36ce9c)] -> xpath: //select[@id='userSelect']]
2021-06-30 18:06:162 INFO  AddCustomerPage :31 - Clicking on Login button : [[ChromeDriver: chrome on WINDOWS (c9e40f321f5d157676ed22138b36ce9c)] -> xpath: //button[contains(text(),'Login')]]
2021-06-30 18:06:752 INFO  AddCustomerPage :31 - Clicking on Deposit tab : [[ChromeDriver: chrome on WINDOWS (c9e40f321f5d157676ed22138b36ce9c)] -> xpath: //body/div[3]/div[1]/div[2]/div[1]/div[3]/button[2]]
2021-06-30 18:06:206 INFO  AddCustomerPage :35 - Enter Amount for Deposit : [[ChromeDriver: chrome on WINDOWS (c9e40f321f5d157676ed22138b36ce9c)] -> xpath: //div[@class='form-group']/input]
2021-06-30 18:06:376 INFO  AddCustomerPage :39 - Clicking on Deposit button : [[ChromeDriver: chrome on WINDOWS (c9e40f321f5d157676ed22138b36ce9c)] -> xpath: //div[@class='container-fluid mainBox ng-scope']/div/form/button]
2021-06-30 18:06:422 INFO  AddCustomerPage :42 - Verify Deposit is Successful : [[ChromeDriver: chrome on WINDOWS (c9e40f321f5d157676ed22138b36ce9c)] -> xpath: //span[contains(text(),'Deposit Successful')]]
2021-06-30 18:06:676 INFO  HomePage :23 - Clicking on Home button : [[ChromeDriver: chrome on WINDOWS (c9e40f321f5d157676ed22138b36ce9c)] -> xpath: //button[contains(text(),'Home')]]
2021-06-30 18:06:916 INFO  HomePage :31 - Clicking on Customer login button : Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Customer Login')]'
2021-06-30 18:06:373 INFO  AddCustomerPage :27 - Clicking on Your Name heading : [[ChromeDriver: chrome on WINDOWS (c9e40f321f5d157676ed22138b36ce9c)] -> xpath: //select[@id='userSelect']]
2021-06-30 18:06:641 INFO  AddCustomerPage :31 - Clicking on Login button : Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Login')]'
2021-06-30 18:06:783 INFO  AddCustomerPage :47 - Clicking on Withdrawl tab : [[ChromeDriver: chrome on WINDOWS (c9e40f321f5d157676ed22138b36ce9c)] -> xpath: //body/div[3]/div[1]/div[2]/div[1]/div[3]/button[3]]
2021-06-30 18:06:951 INFO  AddCustomerPage :35 - Enter Amount for Deposit : [[ChromeDriver: chrome on WINDOWS (c9e40f321f5d157676ed22138b36ce9c)] -> xpath: //div[@class='form-group']/input]
2021-06-30 18:06:90 INFO  AddCustomerPage :51 - Clicking on Withdraw button : [[ChromeDriver: chrome on WINDOWS (c9e40f321f5d157676ed22138b36ce9c)] -> xpath: //div[@class='container-fluid mainBox ng-scope']/div/form/button]
2021-06-30 18:06:131 INFO  AddCustomerPage :54 - Verify Withdrawl is Successful : [[ChromeDriver: chrome on WINDOWS (c9e40f321f5d157676ed22138b36ce9c)] -> xpath: //span[contains(text(),'Transaction successful')]]
2021-06-30 18:06:683 INFO  BasePage :31 - Launching Chrome Browser....
2021-06-30 18:06:553 INFO  HomePage :27 - Clicking on Bank Manager login button : [[ChromeDriver: chrome on WINDOWS (3be8b4032da0807f0fe74a2afe53339f)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-30 18:06:883 INFO  AddCustomerPage :26 - Clicking on Add Customer button : [[ChromeDriver: chrome on WINDOWS (3be8b4032da0807f0fe74a2afe53339f)] -> xpath: //button[contains(text(),'Add Customer')]]
2021-06-30 18:06:822 INFO  AddCustomerPage :27 - Enter First Name : [[ChromeDriver: chrome on WINDOWS (3be8b4032da0807f0fe74a2afe53339f)] -> xpath: //div[@class='form-group']/input[@placeholder='First Name']]
2021-06-30 18:06:04 INFO  AddCustomerPage :32 - Enter Last Name : [[ChromeDriver: chrome on WINDOWS (3be8b4032da0807f0fe74a2afe53339f)] -> xpath: //div[@class='form-group']/input[@placeholder='Last Name']]
2021-06-30 18:06:188 INFO  AddCustomerPage :37 - Enter Postcode : [[ChromeDriver: chrome on WINDOWS (3be8b4032da0807f0fe74a2afe53339f)] -> xpath: //div[@class='form-group']/input[@placeholder='Post Code']]
2021-06-30 18:06:121 INFO  BasePage :31 - Launching Chrome Browser....
2021-06-30 18:06:340 INFO  HomePage :27 - Clicking on Bank Manager login button : [[ChromeDriver: chrome on WINDOWS (2e1362f9966990c5d91de39f21e0f89f)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-30 18:06:859 INFO  AddCustomerPage :26 - Clicking on Add Customer button : [[ChromeDriver: chrome on WINDOWS (2e1362f9966990c5d91de39f21e0f89f)] -> xpath: //button[contains(text(),'Add Customer')]]
2021-06-30 18:06:135 INFO  AddCustomerPage :27 - Enter First Name : [[ChromeDriver: chrome on WINDOWS (2e1362f9966990c5d91de39f21e0f89f)] -> xpath: //div[@class='form-group']/input[@placeholder='First Name']]
2021-06-30 18:06:324 INFO  AddCustomerPage :32 - Enter Last Name : [[ChromeDriver: chrome on WINDOWS (2e1362f9966990c5d91de39f21e0f89f)] -> xpath: //div[@class='form-group']/input[@placeholder='Last Name']]
2021-06-30 18:06:549 INFO  AddCustomerPage :37 - Enter Postcode : [[ChromeDriver: chrome on WINDOWS (2e1362f9966990c5d91de39f21e0f89f)] -> xpath: //div[@class='form-group']/input[@placeholder='Post Code']]
2021-06-30 18:06:51 INFO  HomePage :23 - Clicking on Home button : [[ChromeDriver: chrome on WINDOWS (2e1362f9966990c5d91de39f21e0f89f)] -> xpath: //button[contains(text(),'Home')]]
2021-06-30 18:06:506 INFO  HomePage :27 - Clicking on Bank Manager login button : Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Bank Manager Login')]'
2021-06-30 18:06:765 INFO  AddCustomerPage :31 - Clicking on Open account : [[ChromeDriver: chrome on WINDOWS (2e1362f9966990c5d91de39f21e0f89f)] -> xpath: //button[contains(text(),'Open Account')]]
2021-06-30 18:06:309 INFO  AddCustomerPage :26 - Select Customer Name : [[ChromeDriver: chrome on WINDOWS (2e1362f9966990c5d91de39f21e0f89f)] -> xpath: //select[@id='userSelect']]
2021-06-30 18:06:592 INFO  AddCustomerPage :31 - Select Currency : [[ChromeDriver: chrome on WINDOWS (2e1362f9966990c5d91de39f21e0f89f)] -> xpath: //select[@id='currency']]
2021-06-30 18:06:128 INFO  BasePage :31 - Launching Chrome Browser....
2021-06-30 18:06:970 INFO  HomePage :27 - Clicking on Bank Manager login button : [[ChromeDriver: chrome on WINDOWS (3b6e9a2af6859c4027fe0601f0e1cbd1)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-30 18:06:387 INFO  AddCustomerPage :26 - Clicking on Add Customer button : [[ChromeDriver: chrome on WINDOWS (3b6e9a2af6859c4027fe0601f0e1cbd1)] -> xpath: //button[contains(text(),'Add Customer')]]
2021-06-30 18:06:950 INFO  AddCustomerPage :27 - Enter First Name : [[ChromeDriver: chrome on WINDOWS (3b6e9a2af6859c4027fe0601f0e1cbd1)] -> xpath: //div[@class='form-group']/input[@placeholder='First Name']]
2021-06-30 18:06:122 INFO  AddCustomerPage :32 - Enter Last Name : [[ChromeDriver: chrome on WINDOWS (3b6e9a2af6859c4027fe0601f0e1cbd1)] -> xpath: //div[@class='form-group']/input[@placeholder='Last Name']]
2021-06-30 18:06:307 INFO  AddCustomerPage :37 - Enter Postcode : [[ChromeDriver: chrome on WINDOWS (3b6e9a2af6859c4027fe0601f0e1cbd1)] -> xpath: //div[@class='form-group']/input[@placeholder='Post Code']]
2021-06-30 18:06:620 INFO  HomePage :23 - Clicking on Home button : [[ChromeDriver: chrome on WINDOWS (3b6e9a2af6859c4027fe0601f0e1cbd1)] -> xpath: //button[contains(text(),'Home')]]
2021-06-30 18:06:838 INFO  HomePage :31 - Clicking on Customer login button : [[ChromeDriver: chrome on WINDOWS (3b6e9a2af6859c4027fe0601f0e1cbd1)] -> xpath: //button[contains(text(),'Customer Login')]]
2021-06-30 18:06:477 INFO  AddCustomerPage :27 - Clicking on Your Name heading : [[ChromeDriver: chrome on WINDOWS (3b6e9a2af6859c4027fe0601f0e1cbd1)] -> xpath: //select[@id='userSelect']]
2021-06-30 18:06:624 INFO  AddCustomerPage :31 - Clicking on Login button : [[ChromeDriver: chrome on WINDOWS (3b6e9a2af6859c4027fe0601f0e1cbd1)] -> xpath: //button[contains(text(),'Login')]]
2021-06-30 18:06:667 INFO  AddCustomerPage :34 - Clicking on Logout button : [[ChromeDriver: chrome on WINDOWS (3b6e9a2af6859c4027fe0601f0e1cbd1)] -> xpath: //button[contains(text(),'Login')]]
2021-06-30 18:06:924 INFO  AddCustomerPage :39 - Clicking on Logout tab : [[ChromeDriver: chrome on WINDOWS (3b6e9a2af6859c4027fe0601f0e1cbd1)] -> xpath: //button[contains(text(),'Logout')]]
2021-06-30 18:06:957 INFO  AddCustomerPage :42 - Verifying Your Name (text) : [[ChromeDriver: chrome on WINDOWS (3b6e9a2af6859c4027fe0601f0e1cbd1)] -> xpath: //label[contains(text(),'Your Name :')]]
2021-06-30 18:06:449 INFO  BasePage :31 - Launching Chrome Browser....
2021-06-30 18:06:498 INFO  HomePage :27 - Clicking on Bank Manager login button : [[ChromeDriver: chrome on WINDOWS (7c16d06fb7374a5dc5b42190bdd2f673)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-30 18:06:800 INFO  AddCustomerPage :26 - Clicking on Add Customer button : [[ChromeDriver: chrome on WINDOWS (7c16d06fb7374a5dc5b42190bdd2f673)] -> xpath: //button[contains(text(),'Add Customer')]]
2021-06-30 18:06:999 INFO  AddCustomerPage :27 - Enter First Name : [[ChromeDriver: chrome on WINDOWS (7c16d06fb7374a5dc5b42190bdd2f673)] -> xpath: //div[@class='form-group']/input[@placeholder='First Name']]
2021-06-30 18:06:226 INFO  AddCustomerPage :32 - Enter Last Name : [[ChromeDriver: chrome on WINDOWS (7c16d06fb7374a5dc5b42190bdd2f673)] -> xpath: //div[@class='form-group']/input[@placeholder='Last Name']]
2021-06-30 18:06:451 INFO  AddCustomerPage :37 - Enter Postcode : [[ChromeDriver: chrome on WINDOWS (7c16d06fb7374a5dc5b42190bdd2f673)] -> xpath: //div[@class='form-group']/input[@placeholder='Post Code']]
2021-06-30 18:06:955 INFO  HomePage :23 - Clicking on Home button : [[ChromeDriver: chrome on WINDOWS (7c16d06fb7374a5dc5b42190bdd2f673)] -> xpath: //button[contains(text(),'Home')]]
2021-06-30 18:06:177 INFO  HomePage :27 - Clicking on Bank Manager login button : Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Bank Manager Login')]'
2021-06-30 18:06:395 INFO  AddCustomerPage :31 - Clicking on Open account : [[ChromeDriver: chrome on WINDOWS (7c16d06fb7374a5dc5b42190bdd2f673)] -> xpath: //button[contains(text(),'Open Account')]]
2021-06-30 18:06:488 INFO  AddCustomerPage :26 - Select Customer Name : [[ChromeDriver: chrome on WINDOWS (7c16d06fb7374a5dc5b42190bdd2f673)] -> xpath: //select[@id='userSelect']]
2021-06-30 18:06:847 INFO  AddCustomerPage :31 - Select Currency : [[ChromeDriver: chrome on WINDOWS (7c16d06fb7374a5dc5b42190bdd2f673)] -> xpath: //select[@id='currency']]
2021-06-30 18:06:286 INFO  HomePage :23 - Clicking on Home button : [[ChromeDriver: chrome on WINDOWS (7c16d06fb7374a5dc5b42190bdd2f673)] -> xpath: //button[contains(text(),'Home')]]
2021-06-30 18:06:484 INFO  HomePage :31 - Clicking on Customer login button : [[ChromeDriver: chrome on WINDOWS (7c16d06fb7374a5dc5b42190bdd2f673)] -> xpath: //button[contains(text(),'Customer Login')]]
2021-06-30 18:06:234 INFO  AddCustomerPage :27 - Clicking on Your Name heading : [[ChromeDriver: chrome on WINDOWS (7c16d06fb7374a5dc5b42190bdd2f673)] -> xpath: //select[@id='userSelect']]
2021-06-30 18:06:420 INFO  AddCustomerPage :31 - Clicking on Login button : [[ChromeDriver: chrome on WINDOWS (7c16d06fb7374a5dc5b42190bdd2f673)] -> xpath: //button[contains(text(),'Login')]]
2021-06-30 18:06:794 INFO  AddCustomerPage :31 - Clicking on Deposit tab : [[ChromeDriver: chrome on WINDOWS (7c16d06fb7374a5dc5b42190bdd2f673)] -> xpath: //body/div[3]/div[1]/div[2]/div[1]/div[3]/button[2]]
2021-06-30 18:06:250 INFO  AddCustomerPage :35 - Enter Amount for Deposit : [[ChromeDriver: chrome on WINDOWS (7c16d06fb7374a5dc5b42190bdd2f673)] -> xpath: //div[@class='form-group']/input]
2021-06-30 18:06:404 INFO  AddCustomerPage :39 - Clicking on Deposit button : [[ChromeDriver: chrome on WINDOWS (7c16d06fb7374a5dc5b42190bdd2f673)] -> xpath: //div[@class='container-fluid mainBox ng-scope']/div/form/button]
2021-06-30 18:06:446 INFO  AddCustomerPage :42 - Verify Deposit is Successful : [[ChromeDriver: chrome on WINDOWS (7c16d06fb7374a5dc5b42190bdd2f673)] -> xpath: //span[contains(text(),'Deposit Successful')]]
2021-06-30 18:06:267 INFO  BasePage :31 - Launching Chrome Browser....
2021-06-30 18:06:119 INFO  HomePage :27 - Clicking on Bank Manager login button : [[ChromeDriver: chrome on WINDOWS (0671e8060b93e308d4e6814e59781f36)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-30 18:06:778 INFO  AddCustomerPage :26 - Clicking on Add Customer button : [[ChromeDriver: chrome on WINDOWS (0671e8060b93e308d4e6814e59781f36)] -> xpath: //button[contains(text(),'Add Customer')]]
2021-06-30 18:06:34 INFO  AddCustomerPage :27 - Enter First Name : [[ChromeDriver: chrome on WINDOWS (0671e8060b93e308d4e6814e59781f36)] -> xpath: //div[@class='form-group']/input[@placeholder='First Name']]
2021-06-30 18:06:204 INFO  AddCustomerPage :32 - Enter Last Name : [[ChromeDriver: chrome on WINDOWS (0671e8060b93e308d4e6814e59781f36)] -> xpath: //div[@class='form-group']/input[@placeholder='Last Name']]
2021-06-30 18:06:392 INFO  AddCustomerPage :37 - Enter Postcode : [[ChromeDriver: chrome on WINDOWS (0671e8060b93e308d4e6814e59781f36)] -> xpath: //div[@class='form-group']/input[@placeholder='Post Code']]
2021-06-30 18:06:845 INFO  HomePage :23 - Clicking on Home button : [[ChromeDriver: chrome on WINDOWS (0671e8060b93e308d4e6814e59781f36)] -> xpath: //button[contains(text(),'Home')]]
2021-06-30 18:06:89 INFO  HomePage :27 - Clicking on Bank Manager login button : Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Bank Manager Login')]'
2021-06-30 18:06:340 INFO  AddCustomerPage :31 - Clicking on Open account : [[ChromeDriver: chrome on WINDOWS (0671e8060b93e308d4e6814e59781f36)] -> xpath: //button[contains(text(),'Open Account')]]
2021-06-30 18:06:490 INFO  AddCustomerPage :26 - Select Customer Name : [[ChromeDriver: chrome on WINDOWS (0671e8060b93e308d4e6814e59781f36)] -> xpath: //select[@id='userSelect']]
2021-06-30 18:06:203 INFO  AddCustomerPage :31 - Select Currency : [[ChromeDriver: chrome on WINDOWS (0671e8060b93e308d4e6814e59781f36)] -> xpath: //select[@id='currency']]
2021-06-30 18:06:646 INFO  HomePage :23 - Clicking on Home button : [[ChromeDriver: chrome on WINDOWS (0671e8060b93e308d4e6814e59781f36)] -> xpath: //button[contains(text(),'Home')]]
2021-06-30 18:06:843 INFO  HomePage :31 - Clicking on Customer login button : [[ChromeDriver: chrome on WINDOWS (0671e8060b93e308d4e6814e59781f36)] -> xpath: //button[contains(text(),'Customer Login')]]
